Source,Destination,Shipment_Date,Weight,Volume,Equipment_Type,Carrier_Name,Freight_Rate,Shipment_ID,Service_Level,Temperature,Pickup_Date,Loading_Dock_Type,Shipment_Status,VIN,Payment_Terms,Commodity_Type,Distance,Driver_ID
Ahmedabad,Gurgaon,32/02/2026,13056 kg,98 m3,Dry Van,Knight Transportation,"USD 2,763",SH100754,Economy,8C,Jan 15 2024,Forklift,Delayed,vin9897928,STC,Furniture,1200 kilometers,DRV 5252679
Chennai,Visakhapatnam,Feb 6 2026,18057 kg,35 cu ft,Less Than Truckload,FedEx Freight,"$1,079",SH100755,STD,Cold,Jan 15 2024,Dock,Picked Up,VIN-5993514,Freight Prepaid,Machinery,1200 kilometers,DRIVER1020685
Trichy,Lucknow,Feb 6 2026,19721 lbs,17 CBM,Container,Knight Transportation,1355,SH100756,STD,Frozen,2024-01-15T08:30,Loading Dock,On Hold,VIN2739485,STC,Steel,700 km,DRV7560016
Hyderabad,Ahmedabad,March 6 2026,17973 lbs,10 CBM,Dry Van,Ryder Logistics,2078 USD,SH100757,Priority,5 °C,"January 15, 2024",Forklift,Cancelled,VIN:2355590,Prepaid,Electronics,400 kilometers,DRV-9115398
Patna,Kanpur,06-03-2026,12728 lbs,45 CBM,Less Than Truckload,Schneider National,EUR 3689,SH100758,Premium,20 °C,15-01-2024,Rear Load,Delivered,vin6007392,PPD,Textiles,600 KM,DRIVER2965258
Patna,Chennai,March 6 2026,7113 tons,80 cu ft,Tanker,JB Hunt,1481,SH100759,Ground,-10°F,15-01-2024,No Dock,Delivered,VIN:3695003,Prepaid,Electronics,400 kilometers,DRV3023061
Ahmedabad,Ranchi,Feb 6 2026,5452 Ton,3 cu ft,FTL,XPO Logistics,$2060,SH100760,Same Day,Ambient,Jan 15 2024,Side Load,Picked Up,VIN4910843,Collect,FMCG,1200 kilometers,DRV 9895971
Bhopal,Chennai,Feb 6 2026,12147 tons,91 CBM,Reefer,Knight Transportation,USD 3067,SH100761,Priority,Ambient,2024-01-15T08:30,Forklift,Picked Up,VIN:8572997,Freight Prepaid,Steel,1200 kilometers,drv7600002
Varanasi,Pune,06-03-2026,13922 tons,61 CBM,FTL,SWIFT TRANSPORT,"₹1,628",SH100762,STD,5 °C,Jan 15 2024,Forklift,Delayed,vin6729812,STC,Agricultural Products,400 kilometers,DRV-2577406
Noida,Hosur,06-03-2026,15116 kg,49 cubic meters,FTL,Swift Transport,₹2004,SH100763,Urgent,8C,15-01-2024,Ramp,Delayed,VIN 2472152,Freight Prepaid,Textiles,300km,DRV-5006571
Noida,Surat,03-06-2026,12654 kg,80 cu ft,Tanker,Maersk Line,"₹1,281",SH100764,Urgent,No Temp Control,01/15/2024,Loading Dock,Picked Up,VIN 2819916,Freight Collect,Textiles,500km,DRIVER5879185
Indore,Vijayawada,06-03-2026,14498 KG,26 CBM,Less Than Truckload,Knight Transportation,2758,SH100765,Same Day,8C,"January 15, 2024",Open Yard,Pending,VIN 5088715,COL,Agricultural Products,900 km,DRV 4781628
Indore,Chennai,March 6 2026,13967 tons,10 cubic meters,Less Than Truckload,Knight Transportation,3683,SH100766,Standard,5 °C,2024-01-15T08:30,Loading Dock,Processing,VIN:5631723,Collect,Electronics,600 KM,DRIVER8595418
Mumbai,Chennai,06-03-2026,8425 kg,25 m3,Full Truck Load,Maersk Line,"$1,019",SH100767,Ground,Ambient,15-01-2024,Dock,In Transit,VIN7459412,PPD,Steel,900 km,drv9318308
Noida,Surat,06-03-2026,14485 Ton,4 m3,Flatbed,Landstar System,2801,SH100768,Urgent,35°F,2024-01-15T08:30,Ramp,In Transit,VIN 8658575,STC,Machinery,300km,DRV-5953870
Gurgaon,Patna,06-03-2026,6998 KG,27 cubic meters,Tanker,SWIFT TRANSPORT,3591 USD,SH100769,Next Day,5 °C,2024-01-15T08:30,Forklift,In Transit,vin8283384,PPD,Textiles,1000kms,DRIVER6829895
Trichy,Ahmedabad,Feb 6 2026,941 kg,47 cubic meters,FTL,Maersk Line,1927 USD,SH100770,Premium,+4C,15-01-2024,No Dock,Cancelled,VIN4829866,Freight Prepaid,FMCG,700 km,DRV-6638659
Chennai,Visakhapatnam,March 6 2026,17194 Ton,92 cubic meters,Step Deck,Ryder Logistics,3076,SH100771,Next Day,35°F,20240115,No Dock,Processing,VIN 7453397,Collect,Furniture,700 km,DRIVER6174581
Varanasi,Nagpur,06-03-2026,14097 KG,96 CBM,Less Than Truckload,Landstar System,1169,SH100772,Premium,2C,15-01-2024,Dock,Delivered,VIN-5355196,STC,Steel,450-km,DRV6625316
Chandigarh,Kanpur,06-03-2026,6660 lbs,17 cubic meters,Less Than Truckload,Swift Transport,1085 USD,SH100773,Next Day,Ambient,01/15/2024,Loading Dock,Delivered,VIN:9499404,COL,Pharma,350 KM,DRV-9570905
Indore,Chennai,32/02/2026,405 kg,56 m3,Full Truck Load,Maersk Line,3866,SH100774,Same Day,35°F,2024-01-15T08:30,Lift Gate,Picked Up,vin9845164,Freight Prepaid,Steel,800 KM,DRV2083703
Jaipur,Gurgaon,March 6 2026,17579 Ton,77 m3,Container,Swift Transport,₹3654,SH100775,Economy,2C,20240115,Open Yard,Picked Up,VIN-4191627,Freight Collect,Plastic Goods,300km,DRV4143765
Chennai,Visakhapatnam,06-03-2026,1263 kg,17 CBM,Full Truck Load,SWIFT TRANSPORT,"EUR 1,628",SH100776,Urgent,Ambient,Jan 15 2024,No Dock,Processing,vin6786483,Freight Collect,Textiles,900 km,DRV 4437305
Trichy,Lucknow,Feb 6 2026,15660 tons,38 cubic meters,Reefer,Schneider National,2678 USD,SH100777,Overnight,-10°F,15-01-2024,Loading Dock,Delivered,VIN3399295,Freight Prepaid,Chemicals,700 km,drv5721274
Surat,Hosur,06-03-2026,18898 kg,70 m3,Reefer,Knight Transportation,3465 USD,SH100778,STD,5 °C,2024-01-15T08:30,Lift Gate,On Hold,VIN:6878810,Prepaid,Electronics,500km,DRV8465129
Trichy,Nagpur,06-03-2026,12458 tons,28 m3,LTL,DHL Express,$1264,SH100779,Standard,-10°F,15-01-2024,Ramp,In Transit,VIN 9053488,COL,Pharma,350 KM,DRV-6437412
Varanasi,Nagpur,06-03-2026,19767 Ton,80 cu ft,LTL,FedEx Freight,1057 USD,SH100780,Next Day,40°F,"January 15, 2024",Rear Load,On Hold,VIN 9785674,Collect,FMCG,1200 kilometers,DRV 9844937
Chennai,Visakhapatnam,March 6 2026,11257 lbs,18 m3,Flatbed,Maersk Line,3159,SH100781,Urgent,Ambient,"January 15, 2024",Ramp,Delayed,vin9720156,Freight Collect,Agricultural Products,900 km,DRV1224137
Madurai,Noida,Feb 6 2026,13556 KG,95 cu ft,Less Than Truckload,SWIFT TRANSPORT,2892,SH100782,Overnight,35°F,20240115,Loading Dock,Cancelled,VIN5978246,STC,Agricultural Products,1200 kilometers,DRV-3762458
Trichy,Chennai,03-06-2026,14467 tons,16 CBM,Flatbed,Landstar System,3942,SH100783,Economy,No Temp Control,15-01-2024,Loading Dock,In Transit,VIN3980626,PPD,Steel,300km,drv6141932
Hyderabad,Ahmedabad,06-03-2026,17459 Ton,90 cubic meters,Lowboy,FedEx Freight,2745 USD,SH100784,Next Day,8C,01/15/2024,Open Yard,Processing,VIN-1226564,Collect,Electronics,350 KM,DRV3815423
Ahmedabad,Chennai,06-03-2026,1382 Ton,72 cubic meters,LTL,DHL Express,USD 3381,SH100785,Same Day,8C,15-01-2024,Lift Gate,Delivered,VIN3790588,PPD,Steel,600 KM,drv4268342
Mumbai,Delhi,32/02/2026,19739 kg,81 cu ft,Full Truck Load,JB Hunt,3473,SH100786,Next Day,No Temp Control,15-01-2024,Forklift,Pending,VIN5793265,Collect,Plastic Goods,1200 kilometers,DRV 1862934
Gurgaon,Chandigarh,06-03-2026,1532 tons,53 CBM,Reefer,Ryder Logistics,"₹3,528",SH100787,Ground,+4C,2024-01-15T08:30,Loading Dock,Delayed,VIN-2197349,Freight Collect,Agricultural Products,450-km,drv7583359
Delhi,Vijayawada,32/02/2026,12653 Ton,8 m3,Dry Van,FedEx Freight,3991 USD,SH100788,Ground,No Temp Control,15-01-2024,Rear Load,Delivered,VIN1554392,Freight Prepaid,Machinery,500km,DRV 4594953
Pune,Varanasi,32/02/2026,1921 kg,57 m3,fulltruck,Landstar System,$3992,SH100789,Premium,+4C,20240115,Ramp,On Hold,VIN9637576,PPD,Auto Parts,400 kilometers,DRIVER6540381
Trichy,Chennai,32/02/2026,13009 Ton,81 cu ft,Reefer,Knight Transportation,2548,SH100790,Next Day,5 °C,20240115,Side Load,Cancelled,VIN1409838,PPD,FMCG,450-km,DRV-7806631
Mumbai,Delhi,06-03-2026,7675 Ton,72 CBM,Step Deck,Swift Transport,"$3,283",SH100791,STD,8C,"January 15, 2024",Open Yard,Picked Up,VIN6818464,PPD,Agricultural Products,300km,DRIVER7271247
Chandigarh,Kanpur,06-03-2026,15368 KG,33 m3,FTL,Schneider National,"$1,157",SH100792,Standard,2°C,15-01-2024,Open Yard,Processing,VIN 3093173,PPD,Agricultural Products,1000kms,DRIVER2547824
Bhopal,Ranchi,06-03-2026,17824 lbs,77 cubic meters,FTL,Knight Transportation,1447,SH100793,Economy,8C,01/15/2024,Side Load,Processing,VIN-6477101,Freight Prepaid,Plastic Goods,350 KM,DRV 3622685
Trichy,Lucknow,06-03-2026,11997 kg,92 cubic meters,Step Deck,UPS Logistics,"EUR 2,803",SH100794,Express,5 °C,15-01-2024,Side Load,Delivered,vin8299808,Freight Collect,Textiles,700 km,drv9021891
Delhi,Guwahati,March 6 2026,5088 tons,47 cubic meters,Lowboy,JB Hunt,"₹2,878",SH100795,Overnight,5 °C,"January 15, 2024",Open Yard,Pending,VIN:3531758,Freight Collect,Pharma,1000kms,drv7539731
Delhi,Vijayawada,06-03-2026,14321 kg,2 cu ft,Lowboy,UPS Logistics,1528,SH100796,Overnight,40°F,Jan 15 2024,Side Load,Cancelled,VIN 3691850,Prepaid,FMCG,400 kilometers,DRV3112082
Vijayawada,Ahmedabad,Feb 6 2026,1844 lbs,95 CBM,Full Truck Load,FedEx Freight,1050 USD,SH100797,STD,2°C,15-01-2024,Rear Load,Pending,VIN:8715443,Freight Prepaid,Chemicals,250 km,DRV 4263191
Hyderabad,Ahmedabad,06-03-2026,6584 tons,93 m3,Flatbed,JB Hunt,$1939,SH100798,Express,5 °C,2024-01-15T08:30,Ramp,Picked Up,vin2816308,STC,Furniture,800 KM,DRV 1875770
Mumbai,Kanpur,32/02/2026,5712 lbs,11 m3,LTL,Schneider National,"USD 2,459",SH100799,Priority,+4C,"January 15, 2024",Dock,Delayed,VIN6895848,STC,Furniture,350 KM,DRV-1908364
Ahmedabad,Gurgaon,06-03-2026,3151 Ton,78 CBM,Full Truck Load,Swift Transport,$1056,SH100800,Premium,40°F,01/15/2024,Loading Dock,Processing,VIN8664654,Prepaid,Furniture,1000kms,DRV-5767733
Ranchi,Mumbai,March 6 2026,1468 kg,41 cu ft,Flatbed,Schneider National,"USD 1,401",SH100801,Standard,Frozen,15-01-2024,Open Yard,On Hold,VIN-1430170,Freight Prepaid,Machinery,250 km,DRV 4706718
Nagpur,Delhi,32/02/2026,14390 tons,77 m3,FTL,UPS Logistics,"₹1,186",SH100802,Urgent,5 °C,15-01-2024,No Dock,Delivered,VIN 6470681,PPD,Furniture,600 KM,DRIVER5500108
Indore,Ranchi,06-03-2026,14414 KG,8 cu ft,Reefer,Knight Transportation,"₹1,569",SH100803,Overnight,+4C,Jan 15 2024,Side Load,Delayed,vin7429260,COL,Electronics,500km,DRV 6277470
Ahmedabad,Gurgaon,March 6 2026,663 KG,75 cubic meters,Reefer,XPO Logistics,3508 USD,SH100804,Ground,35°F,15-01-2024,Side Load,Pending,vin8431710,PPD,Plastic Goods,800 KM,DRV-8532681
Ranchi,Mumbai,03-06-2026,10767 tons,18 CBM,Lowboy,Schneider National,1064 USD,SH100805,Express,35°F,"January 15, 2024",Lift Gate,Picked Up,VIN:5367078,PPD,Pharma,900 km,DRV 1648332
Trichy,Nagpur,32/02/2026,5053 Ton,45 m3,Lowboy,Knight Transportation,"USD 3,630",SH100806,Overnight,-10°F,"January 15, 2024",No Dock,Pending,VIN8847315,PPD,Auto Parts,250 km,DRV-9633778
Delhi,Vijayawada,06-03-2026,1892 kg,6 CBM,Container,Landstar System,"EUR 2,609",SH100807,Premium,No Temp Control,01/15/2024,Lift Gate,In Transit,VIN 8700714,Collect,Steel,1000kms,DRV-7128614
Visakhapatnam,Chandigarh,06-03-2026,1959 KG,33 CBM,Step Deck,Ryder Logistics,$3414,SH100808,Urgent,35°F,15-01-2024,Lift Gate,Delivered,VIN7708451,STC,FMCG,800 KM,DRIVER2887368
Gurgaon,Patna,03-06-2026,4973 Ton,47 m3,Less Than Truckload,SWIFT TRANSPORT,3521 USD,SH100809,Overnight,-5C,15-01-2024,Dock,On Hold,VIN-7623301,PPD,Auto Parts,700 km,DRV-6786145
Varanasi,Pune,06-03-2026,16340 KG,64 m3,FTL,XPO Logistics,"USD 2,123",SH100810,Overnight,-10°F,20240115,Ramp,In Transit,VIN4797608,Freight Prepaid,Agricultural Products,450-km,drv5266206
Noida,Hosur,32/02/2026,6367 kg,70 m3,Step Deck,JB Hunt,3872 USD,SH100811,Priority,Frozen,20240115,Forklift,Cancelled,vin8710910,PPD,FMCG,600 KM,DRV-1112326
Coimbatore,Chennai,03-06-2026,9148 lbs,52 m3,LTL,UPS Logistics,"$2,854",SH100812,STD,5 °C,"January 15, 2024",Dock,Delivered,VIN 9632376,Freight Prepaid,Electronics,900 km,DRV9440061
Delhi,Chennai,06-03-2026,12832 lbs,31 CBM,fulltruck,Knight Transportation,USD 2981,SH100813,Urgent,20 °C,15-01-2024,Loading Dock,Delivered,VIN2987075,Freight Collect,Agricultural Products,900 km,drv4364175
Ahmedabad,Hyderabad,March 6 2026,661 Ton,77 CBM,Reefer,UPS Logistics,2064,SH100814,Same Day,20 °C,Jan 15 2024,Forklift,In Transit,VIN 8622121,COL,Steel,450-km,DRV9220809
Patna,Chennai,03-06-2026,7399 kg,52 cubic meters,Lowboy,Maersk Line,1627,SH100815,Standard,2C,2024-01-15T08:30,No Dock,On Hold,VIN-6214840,COL,Chemicals,600 KM,DRV9610396
Indore,Nagpur,03-06-2026,4918 lbs,18 cu ft,FTL,FedEx Freight,"$1,754",SH100816,STD,Ambient,15-01-2024,Open Yard,Picked Up,VIN3566851,Freight Prepaid,FMCG,800 KM,DRV7849997
Varanasi,Nagpur,06-03-2026,12063 lbs,3 m3,Less Than Truckload,DHL Express,EUR 3107,SH100817,Economy,+4C,15-01-2024,Side Load,In Transit,vin8753624,COL,FMCG,800 KM,DRV 8784755
Chandigarh,Ahmedabad,06-03-2026,2069 tons,88 m3,Container,Maersk Line,1047 USD,SH100818,Standard,35°F,Jan 15 2024,Side Load,Cancelled,vin1677445,PPD,Furniture,500km,drv2497357
Trichy,Lucknow,06-03-2026,17822 lbs,9 CBM,Dry Van,Landstar System,1864,SH100819,Next Day,-10°F,15-01-2024,Ramp,Processing,vin8062559,STC,Agricultural Products,1200 kilometers,drv1094092
Noida,Surat,06-03-2026,8943 lbs,99 cu ft,FTL,XPO Logistics,"EUR 2,947",SH100820,Premium,-10°F,15-01-2024,Side Load,Picked Up,VIN:9260761,PPD,Pharma,900 km,DRV 4266280
Mumbai,Chennai,03-06-2026,301 Ton,19 CBM,Lowboy,DHL Express,910,SH100821,Priority,2C,15-01-2024,Lift Gate,In Transit,VIN 2210682,Prepaid,Auto Parts,900 km,drv7428196
Chennai,Visakhapatnam,32/02/2026,2902 KG,55 m3,Flatbed,FedEx Freight,"₹3,391",SH100822,Urgent,20 °C,20240115,Rear Load,In Transit,VIN:8489625,Freight Collect,Furniture,1000kms,DRV 5838638
Noida,Hosur,06-03-2026,8930 Ton,55 cu ft,Step Deck,Landstar System,3526 USD,SH100823,Standard,5 °C,Jan 15 2024,Forklift,On Hold,vin7328561,Collect,Auto Parts,350 KM,drv8291036
Cochi,Chandigarh,06-03-2026,5883 kg,97 m3,Step Deck,FedEx Freight,1579 USD,SH100824,Urgent,+4C,"January 15, 2024",Dock,Pending,VIN-6308121,COL,Steel,500km,DRV-6565389
Madurai,Noida,06-03-2026,17483 kg,12 m3,Tanker,Landstar System,3288 USD,SH100825,Standard,8C,15-01-2024,No Dock,Picked Up,vin3786206,Prepaid,Pharma,800 KM,drv1565493
Chennai,Visakhapatnam,March 6 2026,5500 tons,27 cubic meters,Lowboy,Swift Transport,₹2332,SH100826,Express,-5C,20240115,Loading Dock,Picked Up,VIN-2174178,Freight Prepaid,Furniture,400 kilometers,drv7357699
Mumbai,Trichy,06-03-2026,10001 KG,44 cubic meters,Tanker,Knight Transportation,$3694,SH100827,Ground,35°F,15-01-2024,Rear Load,Pending,VIN:8532429,Prepaid,Auto Parts,250 km,DRV-7597796
Nagpur,Delhi,06-03-2026,494 tons,60 cubic meters,Dry Van,Ryder Logistics,3712,SH100828,Standard,Ambient,15-01-2024,Lift Gate,In Transit,VIN:7861337,Prepaid,Plastic Goods,1200 kilometers,DRV 2541306
Chandigarh,Kanpur,32/02/2026,3355 KG,35 cubic meters,Reefer,DHL Express,3082 USD,SH100829,Express,-5C,15-01-2024,Forklift,Delayed,VIN:1588598,Freight Collect,FMCG,1200 kilometers,DRV 9765110
Ahmedabad,Chennai,03-06-2026,3564 tons,58 cubic meters,fulltruck,Landstar System,1281,SH100830,STD,20 °C,15-01-2024,Loading Dock,On Hold,VIN-9906848,PPD,Agricultural Products,450-km,DRV-5825145
Coimbatore,Chennai,32/02/2026,9402 Ton,84 CBM,Step Deck,Landstar System,1933,SH100831,Overnight,2°C,20240115,Side Load,Delivered,VIN7161503,Collect,Machinery,800 KM,drv8191850
Bhopal,Chennai,Feb 6 2026,18647 kg,87 cu ft,Dry Van,DHL Express,1657 USD,SH100832,Express,Ambient,2024-01-15T08:30,Loading Dock,Processing,VIN-1476915,PPD,Machinery,400 kilometers,DRV 1518373
Trichy,Nagpur,32/02/2026,3434 tons,72 CBM,Full Truck Load,UPS Logistics,USD 974,SH100833,STD,No Temp Control,20240115,Rear Load,Delivered,vin6935841,STC,Chemicals,800 KM,DRV 2674734
Indore,Chennai,03-06-2026,18832 tons,71 m3,FTL,Landstar System,USD 1160,SH100834,Next Day,40°F,15-01-2024,Side Load,Processing,VIN-2303221,Collect,Chemicals,1000kms,DRV6279426
Chandigarh,Kanpur,06-03-2026,11870 kg,92 cubic meters,Dry Van,Schneider National,3470 USD,SH100835,Express,40°F,Jan 15 2024,Rear Load,Pending,vin6879682,Collect,Plastic Goods,900 km,drv6406536
Varanasi,Pune,03-06-2026,6474 lbs,32 CBM,Less Than Truckload,Swift Transport,USD 1273,SH100836,Urgent,No Temp Control,2024-01-15T08:30,Open Yard,On Hold,VIN-4839550,Collect,FMCG,350 KM,drv8943150
Gurgaon,Patna,06-03-2026,3321 kg,60 CBM,Flatbed,FedEx Freight,3131,SH100837,Ground,2C,Jan 15 2024,Lift Gate,Delayed,VIN-6526801,Collect,Furniture,500km,DRV-6114264
Bhopal,Chennai,03-06-2026,18760 tons,81 m3,Flatbed,JB Hunt,2759,SH100838,Same Day,Frozen,2024-01-15T08:30,Rear Load,On Hold,VIN5742539,Freight Collect,Agricultural Products,800 KM,DRV1464442
Raipur,Vijayawada,March 6 2026,1412 kg,79 m3,Step Deck,Schneider National,"EUR 3,090",SH100839,Urgent,-5C,15-01-2024,No Dock,In Transit,VIN-3205258,Prepaid,FMCG,700 km,drv3090102
Delhi,Vijayawada,Feb 6 2026,6541 KG,61 cu ft,Flatbed,Landstar System,$1121,SH100840,Urgent,40°F,Jan 15 2024,Forklift,Delivered,VIN6380683,Freight Collect,Furniture,600 KM,DRV1918065
Delhi,Guwahati,06-03-2026,9656 Ton,81 cubic meters,Tanker,SWIFT TRANSPORT,"$3,829",SH100841,STD,40°F,"January 15, 2024",No Dock,Processing,vin8102327,Freight Collect,Agricultural Products,1200 kilometers,DRV 6080669
Ahmedabad,Ranchi,03-06-2026,10084 tons,40 m3,LTL,Schneider National,3865,SH100842,Overnight,8C,15-01-2024,Loading Dock,On Hold,VIN:7242729,Prepaid,Machinery,1000kms,DRIVER4899272
Indore,Ranchi,Feb 6 2026,1995 KG,42 cu ft,LTL,UPS Logistics,₹3033,SH100843,Economy,+4C,15-01-2024,Loading Dock,In Transit,vin1399662,Freight Prepaid,Electronics,700 km,DRV-5604341
Ahmedabad,Ranchi,06-03-2026,19776 KG,70 cubic meters,Step Deck,Knight Transportation,3818,SH100844,Next Day,5 °C,2024-01-15T08:30,Loading Dock,Pending,vin8494854,COL,Agricultural Products,800 KM,DRIVER8287309
Chandigarh,Kanpur,Feb 6 2026,4591 Ton,10 CBM,Flatbed,DHL Express,2072 USD,SH100845,Ground,No Temp Control,"January 15, 2024",No Dock,Delayed,VIN-3298212,Collect,Textiles,800 KM,DRV-1288470
Ahmedabad,Ranchi,06-03-2026,17165 lbs,20 m3,Full Truck Load,Ryder Logistics,"$3,418",SH100846,Same Day,Cold,15-01-2024,Side Load,Delayed,VIN-4601541,Collect,Machinery,1000kms,DRV1116722
Ahmedabad,Gurgaon,March 6 2026,2015 lbs,40 CBM,Less Than Truckload,UPS Logistics,2709 USD,SH100847,STD,Cold,01/15/2024,Loading Dock,Delayed,VIN 5012585,COL,FMCG,900 km,drv4550722
Ranchi,Cochi,32/02/2026,12853 lbs,40 cu ft,Reefer,Maersk Line,"₹2,002",SH100848,Economy,8C,15-01-2024,Forklift,Picked Up,VIN 9545632,PPD,Machinery,400 kilometers,DRIVER7554371
Raipur,Vijayawada,32/02/2026,2074 KG,55 cubic meters,Tanker,Swift Transport,3803,SH100849,Express,2C,15-01-2024,Lift Gate,Processing,VIN 6458771,Collect,Machinery,350 KM,DRV3072099
Chandigarh,Kanpur,Feb 6 2026,19689 tons,81 CBM,Tanker,Swift Transport,USD 1255,SH100850,Priority,5 °C,15-01-2024,Ramp,Processing,VIN-3077907,PPD,Textiles,400 kilometers,DRIVER3052273
Trichy,Nagpur,06-03-2026,15721 lbs,37 m3,fulltruck,Landstar System,1600,SH100851,Ground,8C,15-01-2024,Loading Dock,Picked Up,VIN:9533799,Freight Prepaid,Agricultural Products,700 km,drv5369424
Bhopal,Ranchi,March 6 2026,17166 KG,8 m3,Lowboy,FedEx Freight,₹3644,SH100852,Urgent,Ambient,"January 15, 2024",Ramp,Pending,VIN-9565967,STC,Pharma,450-km,DRIVER2711039
Delhi,Guwahati,03-06-2026,15435 kg,100 CBM,Dry Van,SWIFT TRANSPORT,"₹3,861",SH100853,Same Day,+4C,"January 15, 2024",Loading Dock,Picked Up,VIN-5619142,Collect,Machinery,350 KM,DRV-9510566
Noida,Hosur,32/02/2026,4788 Ton,9 CBM,Tanker,SWIFT TRANSPORT,USD 3432,SH100854,STD,8C,15-01-2024,Forklift,Delivered,VIN:3618182,COL,Machinery,250 km,DRV6141465
Hyderabad,Ahmedabad,32/02/2026,17060 tons,6 CBM,Step Deck,JB Hunt,"$2,505",SH100855,Next Day,2°C,15-01-2024,Forklift,Cancelled,VIN:9741920,PPD,FMCG,900 km,DRV 3192237
Trichy,Chennai,06-03-2026,4281 kg,72 m3,Lowboy,UPS Logistics,"₹2,705",SH100856,Economy,2C,"January 15, 2024",Dock,On Hold,VIN:4137079,Prepaid,Furniture,500km,DRIVER6670337
Visakhapatnam,Chandigarh,March 6 2026,16018 lbs,51 m3,fulltruck,JB Hunt,"₹2,908",SH100857,Priority,2C,2024-01-15T08:30,No Dock,On Hold,VIN:5532934,Freight Collect,Pharma,700 km,DRV-7425544
Trichy,Lucknow,06-03-2026,3973 kg,52 m3,Container,Maersk Line,3575,SH100858,Same Day,35°F,15-01-2024,Loading Dock,Processing,VIN:3000270,Freight Prepaid,Furniture,350 KM,DRIVER7057754
Chandigarh,Ahmedabad,Feb 6 2026,19693 lbs,12 CBM,fulltruck,Ryder Logistics,"USD 3,429",SH100859,Premium,35°F,2024-01-15T08:30,Side Load,Processing,VIN 9764405,Freight Collect,Auto Parts,450-km,DRV9926561
Delhi,Chennai,Feb 6 2026,6408 kg,41 cu ft,Tanker,UPS Logistics,2048,SH100860,Same Day,Ambient,2024-01-15T08:30,Dock,In Transit,VIN-8416655,PPD,Chemicals,350 KM,DRV-9441290
Ranchi,Cochi,Feb 6 2026,5643 lbs,83 cubic meters,Flatbed,Landstar System,2163,SH100861,Same Day,2C,01/15/2024,Side Load,Pending,VIN 4111310,Prepaid,Plastic Goods,300km,DRV7549859
Mumbai,Kanpur,03-06-2026,16381 kg,63 CBM,LTL,XPO Logistics,3333,SH100862,Premium,Ambient,20240115,Open Yard,On Hold,vin7538791,STC,Furniture,700 km,DRV 3793264
Coimbatore,Chennai,06-03-2026,9494 kg,6 cu ft,Reefer,XPO Logistics,₹1386,SH100863,Priority,Ambient,Jan 15 2024,Side Load,On Hold,VIN:2243342,PPD,Pharma,450-km,DRIVER5193134
Ahmedabad,Gurgaon,03-06-2026,2982 Ton,95 CBM,Flatbed,Landstar System,"₹3,372",SH100864,Ground,No Temp Control,"January 15, 2024",No Dock,Pending,VIN-7598708,COL,Furniture,500km,DRV 9201837
Cochi,Chandigarh,06-03-2026,10003 tons,23 CBM,LTL,Ryder Logistics,2608,SH100865,Priority,+4C,2024-01-15T08:30,Side Load,Cancelled,VIN-6461809,COL,Auto Parts,1200 kilometers,DRV7836165
Ahmedabad,Gurgaon,March 6 2026,13656 Ton,5 cubic meters,Less Than Truckload,Ryder Logistics,"USD 2,206",SH100866,Same Day,20 °C,20240115,Rear Load,Picked Up,VIN-4262557,Collect,Steel,250 km,DRV-8130419
Varanasi,Pune,March 6 2026,18942 kg,29 CBM,Dry Van,Landstar System,2063 USD,SH100867,Same Day,+4C,"January 15, 2024",Dock,Delivered,VIN-5624541,STC,Electronics,400 kilometers,DRV8114523
Chandigarh,Mumbai,03-06-2026,14668 kg,89 CBM,Container,DHL Express,3446,SH100868,Express,Ambient,15-01-2024,Dock,Pending,VIN-9948281,PPD,Chemicals,1200 kilometers,DRV-6696178
Chennai,Hyderabad,Feb 6 2026,9104 Ton,55 cubic meters,Container,Landstar System,3225 USD,SH100869,Priority,5 °C,2024-01-15T08:30,Open Yard,Delayed,vin2877681,PPD,Auto Parts,250 km,DRV 6814389
Trichy,Nagpur,06-03-2026,6125 lbs,51 cubic meters,Less Than Truckload,Schneider National,3182 USD,SH100870,Same Day,Ambient,15-01-2024,Loading Dock,Delivered,VIN4104424,COL,Chemicals,250 km,DRV5236125
Hyderabad,Visakhapatnam,06-03-2026,6367 KG,79 cubic meters,Full Truck Load,JB Hunt,₹3273,SH100871,Express,-5C,20240115,Forklift,On Hold,vin4428262,PPD,Furniture,1200 kilometers,DRV-6065623
Chandigarh,Ahmedabad,March 6 2026,19189 kg,82 cubic meters,fulltruck,Landstar System,3518 USD,SH100872,Ground,2°C,15-01-2024,Open Yard,Delayed,vin8641796,Freight Collect,Agricultural Products,400 kilometers,DRV 7351391
Visakhapatnam,Chandigarh,March 6 2026,5911 kg,75 CBM,Container,Swift Transport,2036,SH100873,Priority,Cold,2024-01-15T08:30,Open Yard,In Transit,vin9048323,Collect,Plastic Goods,1200 kilometers,DRV 4595506
Bhopal,Chennai,06-03-2026,6942 KG,73 cubic meters,Tanker,JB Hunt,"$2,707",SH100874,Economy,35°F,15-01-2024,Loading Dock,Delayed,vin8376042,Freight Prepaid,Auto Parts,300km,DRV3705000
Chennai,Visakhapatnam,March 6 2026,10321 kg,8 cubic meters,Full Truck Load,FedEx Freight,"USD 1,737",SH100875,Express,8C,15-01-2024,Dock,Picked Up,VIN2878114,Freight Collect,Pharma,800 KM,DRV4772500
